S No,PS No,LOCATION,Nature,Refined PS,Year,Election,Party,Alliance,Votes
265,29,வலசக்காடு,வருவாய் கிராமம் ,31,2014,LS,PMK,PMK,253
266,30,வலசக்காடு,வருவாய் கிராமம் ,32,2014,LS,PMK,PMK,22
267,31,பேரூர்,வருவாய் கிராமம் ,33,2014,LS,PMK,PMK,35
268,32,பேரூர்,வருவாய் கிராமம் ,34,2014,LS,PMK,PMK,215
269,33,கானூர்,வருவாய் கிராமம் ,35,2014,LS,PMK,PMK,543
270,34,கானூர்,வருவாய் கிராமம் ,36,2014,LS,PMK,PMK,158
271,35,சாத்தவட்டம்,வருவாய் கிராமம் ,37,2014,LS,PMK,PMK,121
272,36,தேத்தாம்பட்டு,வருவாய் கிராமம் ,38,2014,LS,PMK,PMK,149
273,37,தேத்தாம்பட்டு,வருவாய் கிராமம் ,39,2014,LS,PMK,PMK,282
274,38,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,40,2014,LS,PMK,PMK,71
275,39,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,41,2014,LS,PMK,PMK,136
276,40,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,42,2014,LS,PMK,PMK,115
277,41,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,43,2014,LS,PMK,PMK,108
278,42,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,44,2014,LS,PMK,PMK,149
279,43,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,45,2014,LS,PMK,PMK,127
280,44,ஸ்ரீ புதுக்குப்பம்,ஸ்ரீ புதுக்குப்பம் பேரூராட்சி,47,2014,LS,PMK,PMK,139
281,45,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,48,2014,LS,PMK,PMK,107
282,46,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,49,2014,LS,PMK,PMK,128
283,47,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,50,2014,LS,PMK,PMK,57
284,48,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,51,2014,LS,PMK,PMK,231
285,49,ஸ்ரீமுஷ்ணம்,ஸ்ரீமுஷ்ணம் பேரூராட்சி ,52,2014,LS,PMK,PMK,85
286,50,மேல்புளியங்குடி,வருவாய் கிராமம் ,53,2014,LS,PMK,PMK,108
287,51,மேல்புளியங்குடி,வருவாய் கிராமம் ,54,2014,LS,PMK,PMK,138
288,52,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,55,2014,LS,PMK,PMK,349
289,53,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,56,2014,LS,PMK,PMK,103
290,54,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,57,2014,LS,PMK,PMK,218
291,55,நாச்சியார்பேட்டை,வருவாய் கிராமம் ,58,2014,LS,PMK,PMK,326
292,56,கொழை,வருவாய் கிராமம் ,59,2014,LS,PMK,PMK,369
293,57,கொழை,வருவாய் கிராமம் ,60,2014,LS,PMK,PMK,174
294,58,கொழை,வருவாய் கிராமம் ,61,2014,LS,PMK,PMK,71
295,59,கொழை,வருவாய் கிராமம் ,62,2014,LS,PMK,PMK,99
296,60,வாளிஸ்பேட்டை,வருவாய் கிராமம் ,63,2014,LS,PMK,PMK,51
297,61,ராமாபுரம்,வருவாய் கிராமம் ,65,2014,LS,PMK,PMK,350
298,62,தண்டகாரன்குப்பம்,வருவாய் கிராமம் ,66,2014,LS,PMK,PMK,471
299,63,பாளையங்கோட்டை,வருவாய் கிராமம் ,67,2014,LS,PMK,PMK,243
300,64,பாளையங்கோட்டை,வருவாய் கிராமம் ,68,2014,LS,PMK,PMK,316
301,65,பாளையங்கோட்டை,வருவாய் கிராமம் ,69,2014,LS,PMK,PMK,175
302,66,பாளையங்கோட்டை,வருவாய் கிராமம் ,70,2014,LS,PMK,PMK,217
303,67,வடக்குப்பாளையம்,வருவாய் கிராமம் ,71,2014,LS,PMK,PMK,16
304,68,வடக்குப்பாளையம்,வருவாய் கிராமம் ,72,2014,LS,PMK,PMK,32
305,69,வடக்குப்பாளையம்,வருவாய் கிராமம் ,73,2014,LS,PMK,PMK,110
306,70,வடக்குப்பாளையம்,வருவாய் கிராமம் ,74,2014,LS,PMK,PMK,47
307,71,சோழத்தரம்,வருவாய் கிராமம் ,75,2014,LS,PMK,PMK,262
308,72,சோழத்தரம்,வருவாய் கிராமம் ,76,2014,LS,PMK,PMK,305
309,73,சோழத்தரம்,வருவாய் கிராமம் ,77,2014,LS,PMK,PMK,41
310,74,சோழத்தரம்,வருவாய் கிராமம் ,78,2014,LS,PMK,PMK,46
311,75,சோழத்தரம்,வருவாய் கிராமம் ,79,2014,LS,PMK,PMK,31
312,76,புடையூர்,வருவாய் கிராமம் ,80,2014,LS,PMK,PMK,237
313,77,புடையூர்,வருவாய் கிராமம் ,81,2014,LS,PMK,PMK,317
314,78,கலியமலை,வருவாய் கிராமம் ,82,2014,LS,PMK,PMK,230
315,79,பூர்த்தங்குடி,வருவாய் கிராமம் ,83,2014,LS,PMK,PMK,205
316,80,கந்தகுமாரன்,வருவாய் கிராமம் ,84,2014,LS,PMK,PMK,274
317,81,ம. உத்தமசோழகன்,வருவாய் கிராமம் ,85,2014,LS,PMK,PMK,240
318,82,கொள்ளுமேடு,வருவாய் கிராமம் ,86,2014,LS,PMK,PMK,17
319,83,கொள்ளுமேடு,வருவாய் கிராமம் ,87,2014,LS,PMK,PMK,3
320,84,இராயநல்லூர்,வருவாய் கிராமம் ,88,2014,LS,PMK,PMK,233
321,85,ம. கொத்தங்குடி,வருவாய் கிராமம் ,89,2014,LS,PMK,PMK,86
322,86,டி. புத்தூர்,வருவாய் கிராமம் ,90,2014,LS,PMK,PMK,46
323,87,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,91,2014,LS,PMK,PMK,47
324,88,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,92,2014,LS,PMK,PMK,49
325,89,செட்டிக்கட்டளை,வருவாய் கிராமம் ,93,2014,LS,PMK,PMK,197
326,90,வடமூர்,வருவாய் கிராமம் ,94,2014,LS,PMK,PMK,18
327,91,பரிவிளாகம்,வருவாய் கிராமம் ,95,2014,LS,PMK,PMK,23
328,92,தெம்மூர்,வருவாய் கிராமம் ,96,2014,LS,PMK,PMK,93
329,93,தெம்மூர்,வருவாய் கிராமம் ,97,2014,LS,PMK,PMK,29
330,94,கூடுவெளிச்சாவடி,வருவாய் கிராமம் ,98,2014,LS,PMK,PMK,84
331,95,கூடுவெளி,வருவாய் கிராமம் ,99,2014,LS,PMK,PMK,56
332,96,மெய்யாத்தூர்,வருவாய் கிராமம் ,100,2014,LS,PMK,PMK,280
333,97,கீழக்கரை,வருவாய் கிராமம் ,103,2014,LS,PMK,PMK,326
334,98,நந்திமங்கலம்,வருவாய் கிராமம் ,104,2014,LS,PMK,PMK,45
335,99,நளம்புத்தூர்,வருவாய் கிராமம் ,105,2014,LS,PMK,PMK,339
336,100,அத்திப்பட்டு,வருவாய் கிராமம் ,106,2014,LS,PMK,PMK,220
337,101,தெற்குமாங்குடி,வருவாய் கிராமம் ,107,2014,LS,PMK,PMK,148
338,102,வடக்குமாங்குடி,வருவாய் கிராமம் ,108,2014,LS,PMK,PMK,269
339,103,வடக்குமாங்குடி,வருவாய் கிராமம் ,109,2014,LS,PMK,PMK,472
340,104,கருப்பூர்,வருவாய் கிராமம் ,110,2014,LS,PMK,PMK,283
341,105,குமராட்சி,வருவாய் கிராமம் ,111,2014,LS,PMK,PMK,63
342,106,குமராட்சி,வருவாய் கிராமம் ,112,2014,LS,PMK,PMK,40
343,107,குமராட்சி,வருவாய் கிராமம் ,113,2014,LS,PMK,PMK,225
344,108,குமராட்சி,வருவாய் கிராமம் ,114,2014,LS,PMK,PMK,156
345,109,கிழவன்னியூர்,வருவாய் கிராமம் ,115,2014,LS,PMK,PMK,110
346,110,மேலவன்னியூர்,வருவாய் கிராமம் ,116,2014,LS,PMK,PMK,91
347,111,மேலவன்னியூர்,வருவாய் கிராமம் ,117,2014,LS,PMK,PMK,94
348,112,சாட்டைமேடு,வருவாய் கிராமம் ,118,2014,LS,PMK,PMK,35
349,113,எள்ளேரி,வருவாய் கிராமம் ,120,2014,LS,PMK,PMK,141
350,114,எள்ளேரி,வருவாய் கிராமம் ,122,2014,LS,PMK,PMK,115
351,115,நெய்வாசல்,வருவாய் கிராமம் ,123,2014,LS,PMK,PMK,131
352,116,நெய்வாசல்,வருவாய் கிராமம் ,124,2014,LS,PMK,PMK,81
353,117,மானியம் ஆடூர்,வருவாய் கிராமம் ,125,2014,LS,PMK,PMK,2
354,118,மானியம் ஆடூர்,வருவாய் கிராமம் ,126,2014,LS,PMK,PMK,20
355,119,நத்தமலை,வருவாய் கிராமம் ,127,2014,LS,PMK,PMK,472
356,120,திருச்சின்னபுரம்,வருவாய் கிராமம் ,128,2014,LS,PMK,PMK,101
357,121,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,129,2014,LS,PMK,PMK,140
358,122,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,130,2014,LS,PMK,PMK,53
359,123,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,131,2014,LS,PMK,PMK,9
360,124,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,132,2014,LS,PMK,PMK,3
361,125,லால்பேட்டை,வருவாய் கிராமம் ,133,2014,LS,PMK,PMK,42
362,126,லால்பேட்டை,வருவாய் கிராமம் ,134,2014,LS,PMK,PMK,7
363,127,லால்பேட்டை,வருவாய் கிராமம் ,135,2014,LS,PMK,PMK,4
364,128,லால்பேட்டை,வருவாய் கிராமம் ,136,2014,LS,PMK,PMK,53
365,129,லால்பேட்டை,வருவாய் கிராமம் ,137,2014,LS,PMK,PMK,7
366,130,லால்பேட்டை,வருவாய் கிராமம் ,138,2014,LS,PMK,PMK,87
367,131,லால்பேட்டை,வருவாய் கிராமம் ,140,2014,LS,PMK,PMK,99
368,132,ருத்தரசோலை,வருவாய் கிராமம் ,141,2014,LS,PMK,PMK,354
369,133,சித்தமல்லி,வருவாய் கிராமம் ,142,2014,LS,PMK,PMK,552
370,134,அகரபுத்தூர்,வருவாய் கிராமம் ,143,2014,LS,PMK,PMK,142
371,135,அகரபுத்தூர்,வருவாய் கிராமம் ,144,2014,LS,PMK,PMK,106
372,136,வானமாதேவி,வருவாய் கிராமம் ,145,2014,LS,PMK,PMK,168
373,137,வானமாதேவி,வருவாய் கிராமம் ,146,2014,LS,PMK,PMK,15
374,138,மாமங்கலம்,வருவாய் கிராமம் ,147,2014,LS,PMK,PMK,152
375,139,மாமங்கலம்,வருவாய் கிராமம் ,148,2014,LS,PMK,PMK,198
376,140,ஆண்டிபாளையம்,வருவாய் கிராமம் ,149,2014,LS,PMK,PMK,167
377,141,கொண்டசமுத்திரம்,வருவாய் கிராமம் ,150,2014,LS,PMK,PMK,30
378,142,கொண்டசமுத்திரம்,வருவாய் கிராமம் ,151,2014,LS,PMK,PMK,164
379,143,அறந்தாங்கி,வருவாய் கிராமம் ,152,2014,LS,PMK,PMK,123
380,144,அறந்தாங்கி,வருவாய் கிராமம் ,153,2014,LS,PMK,PMK,279
381,145,அறந்தாங்கி,வருவாய் கிராமம் ,154,2014,LS,PMK,PMK,184
382,146,கருணாகரநல்லூர்,வருவாய் கிராமம் ,155,2014,LS,PMK,PMK,398
383,147,கருணாகரநல்லூர்,வருவாய் கிராமம் ,156,2014,LS,PMK,PMK,65
384,148,நாட்டார்மங்கலம்,வருவாய் கிராமம் ,157,2014,LS,PMK,PMK,494
